Join_Count,TARGET_FID,TransectID,rate_1315,rate_1325,rate_1520,rate_2025,stat_1315,stat_1325,stat_1520,stat_2025,OBJECTID_1,Transect_1,epoch,rate_m_yr,status,pointid,popdens_ra,Shape_Leng,NEAR_FID,dist_to_bu,n_veg,n_water,n_urban_di,n_popdens,elev_m,n_elev,CVI,CVI_class
1,265,265.00000000000,-5.04412514333,-0.51086840936,-0.95965462006,-0.52021069797,retreating,retreating,retreating,retreating,0,265,2013-2025,1.71383390300,advancing,38429,0.08038800000,200.00001640600,44073,0.00000000000,0.77457107529,0.36236030898,1.00000000000,0.00000000000,6.02068900000,0.33542734902,3.11100225165,Moderate
1,266,266.00000000000,-3.62877371862,-0.72562274086,-0.44821939971,-0.88143485939,retreating,retreating,stable,retreating,0,266,2013-2025,1.13463754800,advancing,38809,0.16501500000,200.00007897600,44073,0.00000000000,0.79957457025,0.44192160229,1.00000000000,0.00276215045,5.84765700000,0.31436359230,3.19762351823,Moderate
1,267,267.00000000000,-2.96637735783,-0.23914308257,-0.28910822549,-0.16311119151,retreating,stable,stable,stable,0,267,2013-2025,0.81538861500,advancing,38808,0.16501500000,200.00000622400,38737,0.00000000000,0.74293454070,0.48577522426,1.00000000000,0.00276215045,7.32906500000,0.49470027983,3.27569947425,Moderate
1,268,268.00000000000,-2.30885890418,-0.50300306446,-0.61071024985,0.11875330043,retreating,retreating,retreating,stable,0,268,2013-2025,1.34923844200,advancing,38808,0.16501500000,199.99996807200,38737,0.00000000000,0.77365532607,0.41244295567,1.00000000000,0.00276215045,7.85910200000,0.55922343405,3.28863867309,Moderate
1,269,269.00000000000,-3.11424501266,-0.83819627565,0.26155607092,-1.16207554314,retreating,retreating,stable,retreating,0,269,2013-2025,1.24088591600,advancing,38808,0.16501500000,199.99992092500,44073,0.00000000000,0.81268132246,0.42732679779,1.00000000000,0.00276215045,4.60870000000,0.16354126558,3.11032157351,Moderate
1,270,270.00000000000,-2.34885511081,-0.30602953000,0.64733729640,-0.32180317124,retreating,stable,advancing,stable,0,270,2013-2025,0.49769385700,stable,38808,0.16501500000,199.99994150900,38735,0.00000000000,0.75072202018,0.52941535701,1.00000000000,0.00276215045,5.02060600000,0.21368394310,3.15345088564,Moderate
1,271,271.00000000000,-3.79839078208,-0.43368122908,0.54503180756,-0.25274621439,retreating,stable,advancing,stable,0,271,2013-2025,1.17213498000,advancing,38807,1.05934000000,199.99998040000,38764,0.00000000000,0.76558429836,0.43677076845,1.00000000000,0.03802589138,6.68586900000,0.41640190688,3.23799921849,Moderate
1,272,272.00000000000,-4.31378461933,-0.40391297248,1.08744587787,-0.45962588984,retreating,stable,advancing,stable,0,272,2013-2025,1.35693894100,advancing,38807,1.05934000000,199.99995187200,38784,0.00000000000,0.76211842902,0.41138517681,1.00000000000,0.03802589138,7.82689800000,0.55530313479,3.29563781783,Moderate
1,273,273.00000000000,-3.47985378381,-0.11699307829,0.43242474617,-0.52054584379,retreating,stable,stable,retreating,0,273,2013-2025,2.13757941700,advancing,38807,1.05934000000,200.00000662400,44073,0.00000000000,0.72871281583,0.30415251669,1.00000000000,0.03802589138,8.42548500000,0.62817110687,3.20845816029,Moderate
1,274,274.00000000000,-4.55155848445,0.03650292129,0.93293970693,-0.19039307633,retreating,stable,advancing,stable,0,274,2013-2025,1.42809736800,advancing,38807,1.05934000000,199.99993935400,38948,0.00000000000,0.71084152810,0.40161050121,1.00000000000,0.03802589138,5.69948000000,0.29632551680,3.07092326067,Moderate
1,275,275.00000000000,-4.89444844166,-0.44505023597,0.89070146955,-0.88728645459,retreating,stable,advancing,retreating,0,275,2013-2025,1.43459911300,advancing,38807,1.05934000000,200.00000363200,38948,0.00000000000,0.76690797320,0.40071738916,1.00000000000,0.03802589138,6.61707400000,0.40802726436,3.20390423366,Moderate
1,276,276.00000000000,-4.40500117452,-0.69240387349,0.68579655815,-0.64895406509,retreating,retreating,advancing,retreating,0,276,2013-2025,0.86193829800,advancing,38807,1.05934000000,199.99997582200,44073,0.00000000000,0.79570695195,0.47938092818,1.00000000000,0.03802589138,7.61229500000,0.52917880297,3.37772994969,Moderate
1,277,277.00000000000,-7.35459114553,-0.27367486210,0.61104478061,0.01098067825,retreating,stable,advancing,stable,0,277,2013-2025,1.40917696800,advancing,38806,2.20762000000,200.00000312100,39091,0.00000000000,0.74695501921,0.40420950150,1.00000000000,0.08330321780,7.98290500000,0.57429438205,3.31367736646,Moderate
1,278,278.00000000000,-4.47848424563,-0.99842876370,0.61420319937,-1.37378028762,retreating,retreating,advancing,retreating,0,278,2013-2025,1.37809315500,advancing,38806,2.20762000000,199.99999746200,44073,0.00000000000,0.83133692852,0.40847932872,1.00000000000,0.08330321780,7.66340300000,0.53540034857,3.39438477159,Moderate
1,279,279.00000000000,-2.07064521919,-0.64557846642,0.44624075796,-0.73412255277,retreating,retreating,stable,retreating,0,279,2013-2025,1.23817240200,advancing,38806,2.20762000000,199.99998639600,39176,0.00000000000,0.79025514652,0.42769953957,1.00000000000,0.08330321780,5.85290600000,0.31500257040,3.22959596334,Moderate
1,280,280.00000000000,-5.85535867860,-0.41157513591,0.40987231104,-0.55640078745,retreating,stable,stable,retreating,0,280,2013-2025,1.22623976600,advancing,38806,2.20762000000,199.99993007000,44073,8.48528137400,0.76301052215,0.42933866583,0.11837199832,0.08330321780,5.39372300000,0.25910470756,2.56552235881,Low
1,281,281.00000000000,-4.25834610359,-0.03848886492,1.04983166459,-0.07482884935,retreating,stable,advancing,stable,0,281,2013-2025,1.21294413800,advancing,38806,2.20762000000,200.00003407700,44073,15.00000000000,0.71957269889,0.43116501945,0.00000000000,0.08330321780,4.07251500000,0.09826969502,2.33838978333,Low
1,282,282.00000000000,-5.10863855125,-0.89509770651,0.71845180740,-1.42303444126,retreating,retreating,advancing,retreating,0,282,2013-2025,0.63642918100,advancing,39201,3.56582000000,200.00000609200,39229,0.00000000000,0.81930626283,0.51035798258,1.00000000000,0.13685781522,3.88702800000,0.07568975002,3.22725590232,Moderate
1,283,283.00000000000,-6.75892609983,-1.08555126329,-0.17597657273,-0.86464271606,retreating,retreating,stable,retreating,0,283,2013-2025,0.04852969900,stable,39201,3.56582000000,199.99999160900,39229,27.65863337000,0.84148045840,0.59111478072,0.00000000000,0.13685781522,4.68027800000,0.17225469188,2.70022543858,Moderate
1,284,284.00000000000,-4.20734227700,-0.00077001013,0.89410341445,0.09932236470,retreating,stable,advancing,stable,0,284,2013-2025,0.36789441400,stable,38805,0.08038800000,200.00000593200,39142,32.31098884000,0.71518115443,0.54724525436,0.00000000000,0.00000000000,3.79813000000,0.06486790293,2.35514478174,Low
1,285,285.00000000000,-2.79971959961,0.11314626986,0.50735354465,0.41470085307,retreating,stable,advancing,stable,0,285,2013-2025,0.26286087900,stable,39612,0.08038800000,199.99997740200,39260,9.48683298100,0.70191806860,0.56167318336,0.01430992861,0.00000000000,3.69795200000,0.05267290420,2.35403920145,Low
1,286,286.00000000000,-4.04049288911,-1.54864883203,0.53975065341,-3.04236772428,retreating,retreating,advancing,retreating,0,286,2013-2025,-0.03387459300,stable,39199,0.56272200000,199.99999859600,39259,0.00000000000,0.89539814958,0.60243424430,1.00000000000,0.01844396370,5.82586800000,0.31171114538,3.45716148819,High
1,287,287.00000000000,-3.26064872185,0.09926001934,0.50920857389,0.27738109540,retreating,stable,advancing,stable,0,287,2013-2025,0.03099971200,stable,39611,0.32155500000,200.00002367500,44073,0.12954392546,0.70353482199,0.59352278696,0.98654027520,0.00893461090,9.98284300000,0.81775343869,3.50927579285,High
1,288,288.00000000000,-3.63005426504,-6.41257955405,0.10101726278,-11.48204345310,retreating,retreating,stable,retreating,0,288,2013-2025,0.15058938400,stable,39198,0.40194400000,200.00001321000,44073,8.40189055217,1.00000000000,0.57709535456,0.12703637612,0.01210439556,7.41088700000,0.50466074207,3.07794322136,Moderate
1,289,289.00000000000,-3.99329487403,-7.19012777580,-0.97778744285,-5.86639475820,retreating,retreating,retreating,retreating,0,289,2013-2025,0.38761458000,stable,39610,0.16077900000,200.00001854500,44073,18.00000000000,1.00000000000,0.54453639424,0.00000000000,0.00259512266,4.10011100000,0.10162904722,2.71559804684,Moderate
1,290,290.00000000000,-5.38199547936,-0.65227239673,-0.41840615246,0.29347790415,retreating,retreating,stable,stable,0,290,2013-2025,-0.34836306000,stable,39609,2.03146000000,199.99991492900,39257,0.00000000000,0.79103450986,0.64563394497,1.00000000000,0.07635713489,4.48239100000,0.14816525393,3.31094192404,Moderate
1,291,291.00000000000,-4.56232144544,-0.16508888869,0.34522686305,0.30792476122,retreating,stable,stable,stable,0,291,2013-2025,-0.77414410900,retreating,39196,2.06984000000,200.00000314100,38876,3.00000000000,0.73431253224,0.70412134847,0.68829743076,0.07787047636,5.05861600000,0.21831102591,3.12431585195,Moderate
1,292,292.00000000000,-3.99406429003,-0.31272971515,-0.01204853243,-0.19454629990,retreating,stable,stable,stable,0,292,2013-2025,0.12572766200,stable,39608,1.28789000000,200.00001868900,44073,6.00000000000,0.75150211176,0.58051048440,0.37659486151,0.04703774552,8.55035300000,0.64337170083,3.06181461801,Moderate
1,293,293.00000000000,-4.94826749268,-0.51682461419,0.19588277944,-0.46784690421,retreating,retreating,stable,stable,0,293,2013-2025,-0.22395907400,stable,39195,2.22941000000,199.99994575600,39014,4.24264068700,0.77526454646,0.62854519444,0.55918599916,0.08416241092,6.40197300000,0.38184230936,3.12341053003,Moderate
1,294,294.00000000000,-4.73319322154,-0.45618561169,-0.74511197536,-0.75688106421,retreating,stable,retreating,retreating,0,294,2013-2025,0.35962395100,stable,39607,1.67068000000,200.00002266200,39506,0.00000000000,0.76820444675,0.54838132631,1.00000000000,0.06213137531,4.91182100000,0.20044118583,3.22280146571,Moderate
1,295,295.00000000000,-6.67364839513,-0.91963533234,-0.51654967729,-1.49349065925,retreating,retreating,retreating,retreating,0,295,2013-2025,-0.27624664500,stable,39194,4.06504000000,200.00000449700,44073,6.00000000000,0.82216313840,0.63572767536,0.37659486151,0.15654234754,4.86101900000,0.19425689062,2.99783009528,Moderate
1,296,296.00000000000,-8.20983402295,-0.60595662774,-1.14190211694,0.02050656429,retreating,retreating,retreating,stable,0,296,2013-2025,-0.34107354100,stable,39606,3.61549000000,199.99999463900,39467,0.00000000000,0.78564204076,0.64463262037,1.00000000000,0.13881633068,4.36623300000,0.13402495703,3.33766183490,Moderate
1,297,297.00000000000,-7.30283546832,-1.14149626343,-1.32599882792,-2.11619362959,retreating,retreating,retreating,retreating,0,297,2013-2025,-0.06780386200,stable,39193,7.55134000000,199.99999995000,39473,0.00000000000,0.84799404310,0.60709493751,1.00000000000,0.29400912893,4.70191900000,0.17488912227,3.51000328921,High
1,298,298.00000000000,-6.63060191248,-1.19618804064,0.21142105628,-3.04805285542,retreating,retreating,stable,retreating,0,298,2013-2025,0.04346062800,stable,39605,6.58439000000,199.99994250600,39473,21.00000000000,0.85436171712,0.59181109353,0.00000000000,0.25588174566,5.73868800000,0.30109843610,2.87438852158,Moderate
1,299,299.00000000000,-7.45763181404,0.25041338610,-0.31721166186,-0.11381933355,retreating,stable,stable,stable,0,299,2013-2025,0.09587510900,stable,39192,10.74040000000,200.00000500500,39494,0.00000000000,0.68593628315,0.58461117962,1.00000000000,0.41975557759,5.53408700000,0.27619168077,3.44433248085,High
1,300,300.00000000000,-5.35336284085,-0.95300581587,2.24614519696,-2.54309448554,retreating,retreating,advancing,retreating,0,300,2013-2025,0.61198388300,advancing,40020,1.59994000000,200.00001959800,39348,8.48528137400,0.82604840912,0.51371591035,0.11837199832,0.05934205300,5.13889400000,0.22808353193,2.67735180471,Moderate
1,301,301.00000000000,-3.82550208479,-0.55903360571,0.03438127517,-0.90531406699,retreating,retreating,stable,retreating,0,301,2013-2025,0.25793343500,stable,39603,19.69250000000,199.99994135500,44073,37.58989226000,0.78017887019,0.56235004158,0.00000000000,0.77274190064,6.56499900000,0.40168800266,3.17288768490,Moderate
1,302,302.00000000000,-5.29329569601,-0.60847329036,0.13483141786,-0.89804131134,retreating,retreating,stable,retreating,0,302,2013-2025,0.20806573600,stable,39190,10.22380000000,199.99997323500,44073,30.00000000000,0.78593505167,0.56920011685,0.00000000000,0.39938572326,5.71052900000,0.29767054805,2.86926743146,Moderate
1,303,303.00000000000,-4.09900085807,-1.35480191993,-1.25306828964,-1.25108587659,retreating,retreating,retreating,retreating,0,303,2013-2025,0.26943772200,stable,40018,4.03879000000,200.00006122600,39504,6.00000000000,0.87282887120,0.56076975548,0.37659486151,0.15550729970,5.34050900000,0.25262679163,3.02872619349,Moderate
1,304,304.00000000000,-4.67517741190,-2.34033558408,-2.31788182908,-1.23933309467,retreating,retreating,retreating,retreating,0,304,2013-2025,-0.28414752200,stable,39189,14.69340000000,200.00001967200,39529,12.00000000000,0.98757294099,0.63681297914,0.00000000000,0.57562460709,4.57184700000,0.15905502820,3.20336058180,Moderate
1,305,305.00000000000,-3.46704225134,-1.72507306821,0.79289589389,-4.73998191653,retreating,retreating,advancing,retreating,0,305,2013-2025,0.26274729700,stable,40017,5.60857000000,199.99996715100,39544,6.00000000000,0.91593893434,0.56168878555,0.37659486151,0.21740460835,5.72798300000,0.29979528111,3.15119960774,Moderate
1,306,306.00000000000,-1.27942647466,-3.97222299145,-1.06058470098,-2.05846239056,retreating,retreating,retreating,retreating,0,306,2013-2025,0.06866087500,stable,39600,22.58340000000,200.00000149000,39572,4.24264068700,1.00000000000,0.58834946221,0.55918599916,0.88673178518,5.12774900000,0.22672681428,3.80935722480,High
1,307,307.00000000000,-1.33255006746,-1.09399063425,-0.83974857064,-2.39663264323,retreating,retreating,retreating,retreating,0,307,2013-2025,-0.64615541100,retreating,40016,7.74346000000,200.00000904100,39571,0.00000000000,0.84246304053,0.68654018406,1.00000000000,0.30158453221,4.30298200000,0.12632520394,3.54696277896,High
1,308,308.00000000000,-1.47339737420,-1.15702959466,0.27407485123,0.16670399485,retreating,retreating,stable,stable,0,308,2013-2025,-0.28094210000,stable,39599,21.38800000000,200.00000355600,39571,0.00000000000,0.84980256341,0.63637266643,1.00000000000,0.83959647738,4.55505800000,0.15701124779,3.89731417021,High
1,309,309.00000000000,3.04270743486,-0.27282487632,-0.87070583178,-0.84307770874,advancing,stable,retreating,retreating,0,309,2013-2025,-2.13825455800,retreating,36516,1.84068000000,200.00002778200,36975,4.24264068700,0.74685605676,0.89150234733,0.55918599916,0.06883456982,6.39592000000,0.38110545768,3.30225296429,Moderate
1,310,310.00000000000,1.31688450147,-0.57107181935,-0.34713065030,-1.63870441612,advancing,retreating,stable,retreating,0,310,2013-2025,-2.56520701500,retreating,36517,0.17276400000,200.00001691800,36928,6.00000000000,0.78158045968,0.95015066127,0.37659486151,0.00306769815,7.70781100000,0.54080628105,3.32036311829,Moderate
1,311,311.00000000000,2.62841801308,-0.82381590576,0.15510031751,-2.33902826399,advancing,retreating,stable,retreating,0,311,2013-2025,-2.31079549600,retreating,36518,1.66908000000,200.00005437700,36976,6.00000000000,0.81100703956,0.91520342911,0.37659486151,0.06206828534,5.77650400000,0.30570190266,3.22473337327,Moderate
1,312,312.00000000000,2.29078411548,-0.27837413424,-0.51851001866,-0.87116243037,advancing,stable,retreating,retreating,0,312,2013-2025,-2.33002985700,retreating,36518,1.66908000000,200.00004013600,36467,0.00000000000,0.74750214777,0.91784555664,1.00000000000,0.06206828534,5.79415000000,0.30785000850,3.57661271812,High
1,313,313.00000000000,3.89924202368,-0.34672695913,-0.10631885875,-0.90257035049,advancing,stable,stable,retreating,0,313,2013-2025,-2.20351845600,retreating,36519,1.64703000000,199.99994541800,36977,0.00000000000,0.75546035518,0.90046732110,1.00000000000,0.06119884045,6.33422100000,0.37359463468,3.61016703791,High
1,314,314.00000000000,2.74891277393,-0.59296940770,0.44458240574,-2.81804553342,advancing,retreating,stable,retreating,0,314,2013-2025,-1.87914470600,retreating,36519,1.64703000000,200.00003965200,44073,0.00000000000,0.78412996001,0.85590972877,1.00000000000,0.06119884045,6.78452100000,0.42841114059,3.63929981774,High
1,315,315.00000000000,4.98247241574,-0.73020036168,-0.11030047281,-1.64674998555,advancing,retreating,stable,retreating,0,315,2013-2025,-2.82734654700,retreating,36520,0.16501500000,199.99999970000,44073,0.00000000000,0.80010753514,0.98615945174,1.00000000000,0.00276215045,5.37065800000,0.25629692895,3.62601992048,High
1,316,316.00000000000,5.10787131464,-0.52391561052,0.55847795961,-1.39321801584,advancing,retreating,advancing,retreating,0,316,2013-2025,-2.74401542600,retreating,36520,0.16501500000,199.99998756100,36853,0.00000000000,0.77609013955,0.97471267432,1.00000000000,0.00276215045,5.46107900000,0.26730417585,3.59431380706,High
1,317,317.00000000000,2.44326992867,-0.67695526044,0.23978996768,-1.68656392841,advancing,retreating,stable,retreating,0,317,2013-2025,-2.14465675300,retreating,36042,0.40194400000,200.00000014100,44073,0.00000000000,0.79390829524,0.89238178469,1.00000000000,0.01210439556,5.26378200000,0.24328656056,3.53747831364,High
1,318,318.00000000000,1.81436127319,-1.14368190422,0.15102277650,-2.83896471554,advancing,retreating,stable,retreating,0,318,2013-2025,-2.87292529300,retreating,36042,0.40194400000,200.00005194600,36799,0.00000000000,0.84824851368,0.99242037509,1.00000000000,0.01210439556,4.99780400000,0.21090818034,3.66774894729,High
1,319,319.00000000000,2.73729559085,-1.00896792330,0.65489129861,-3.43552047590,advancing,retreating,advancing,retreating,0,319,2013-2025,-2.85487961900,retreating,36042,0.40194400000,200.00004797700,36175,0.00000000000,0.83256398560,0.98994153151,1.00000000000,0.01210439556,4.93897000000,0.20374612325,3.64268010758,High
1,320,320.00000000000,1.19931220039,-0.52356220218,0.65377304060,-1.85523567168,advancing,retreating,advancing,retreating,0,320,2013-2025,-2.83732393500,retreating,36042,0.40194400000,199.99997938600,36175,0.00000000000,0.77604899279,0.98752999541,1.00000000000,0.01210439556,5.06563300000,0.21916522849,3.58262892359,High
1,321,321.00000000000,2.89205515941,-0.28099776648,0.33535493877,-1.40389866638,advancing,stable,stable,retreating,0,321,2013-2025,-2.64913959300,retreating,36042,0.40194400000,199.99993095700,36175,0.00000000000,0.74780761297,0.96168005782,1.00000000000,0.01210439556,6.06207600000,0.34046552519,3.59982941267,High
1,322,322.00000000000,1.34991659713,-0.22052313820,1.03056946681,-1.35139514470,advancing,stable,advancing,retreating,0,322,2013-2025,-2.37971394700,retreating,35553,1.63810000000,199.99996419400,36799,0.00000000000,0.74076665108,0.92467041046,1.00000000000,0.06084672677,7.49291200000,0.51464591617,3.69764548759,High
1,323,323.00000000000,3.16740106614,0.06552981548,0.44906520804,-0.39222865935,advancing,stable,stable,stable,0,323,2013-2025,-2.41880206900,retreating,35553,1.63810000000,200.00002984700,36753,0.00000000000,0.70746197436,0.93003974940,1.00000000000,0.06084672677,7.04503900000,0.46012485698,3.62986422487,High
1,324,324.00000000000,3.97453019990,-0.08671391468,0.39147031155,-1.32528041438,advancing,stable,stable,retreating,0,324,2013-2025,-2.63689412700,retreating,35553,1.63810000000,200.00000695700,36647,0.00000000000,0.72518746243,0.95999795967,1.00000000000,0.06084672677,7.43500100000,0.50759621892,3.70490485156,High
1,325,325.00000000000,4.18459816767,-0.09785831556,0.42086929893,-1.07945673395,advancing,stable,stable,retreating,0,325,2013-2025,-2.61580347000,retreating,35553,1.63810000000,200.00001170300,36647,0.00000000000,0.72648498676,0.95710084209,1.00000000000,0.06084672677,5.57069900000,0.28064858043,3.56781777247,High
1,326,326.00000000000,13.37466235040,-0.06430169647,-0.09198865244,-0.83637842018,advancing,stable,stable,retreating,0,326,2013-2025,-3.18826083900,retreating,35553,1.63810000000,200.00005138000,36647,3.00000000000,0.72257804458,1.00000000000,0.68829743076,0.06084672677,5.91106300000,0.32208221405,3.41253522859,High
1,327,327.00000000000,6.32057324721,0.09641658026,0.15933928138,-0.35251746818,advancing,stable,stable,stable,0,327,2013-2025,-2.62619593500,retreating,35553,1.63810000000,200.00003823400,36647,9.48683298100,0.70386587894,0.95852840279,0.01430992861,0.06084672677,6.67086200000,0.41457505522,2.95220109710,Moderate
1,328,328.00000000000,7.42625989650,-0.30448814773,0.18877439287,-1.26422370733,advancing,stable,stable,retreating,0,328,2013-2025,-2.91542522800,retreating,35554,0.80388800000,200.00001957600,36650,16.97056275000,0.75054255957,0.99825837763,0.00000000000,0.02795327537,7.24398800000,0.48434357569,3.05127963954,Moderate
1,329,329.00000000000,2.91351128584,0.33677184936,0.46444484645,-0.74553773824,advancing,stable,stable,retreating,0,329,2013-2025,-2.78263877500,retreating,35554,0.80388800000,199.99998459100,36650,16.15549442000,0.67588170877,0.98001816972,0.00000000000,0.02795327537,10.07565000000,0.82905114126,3.15375358970,Moderate
1,330,330.00000000000,3.03007408914,0.65092857006,-0.32312199412,0.27172944543,advancing,advancing,stable,stable,0,330,2013-2025,-2.34737510900,retreating,36043,0.17243100000,200.00002124300,36650,15.00000000000,0.63930495650,0.92022818676,0.00000000000,0.00305456792,6.30896100000,0.37051965147,2.76735575405,Moderate
1,331,331.00000000000,3.51443334721,0.08607244183,-0.21234855139,-0.50058072662,advancing,stable,stable,retreating,0,331,2013-2025,-2.80851562900,retreating,36043,0.17243100000,200.00001338100,36468,13.41640786000,0.70507023003,0.98357274315,0.00000000000,0.00305456792,5.93933900000,0.32552434490,2.87246211854,Moderate
1,332,332.00000000000,8.54099231921,0.34130016527,1.63124428767,-1.26211737844,advancing,stable,advancing,retreating,0,332,2013-2025,-2.45953836800,retreating,36044,1.09164000000,199.99998099400,36357,0.00000000000,0.67535448437,0.93563549013,1.00000000000,0.03929949847,6.04662900000,0.33858511087,3.50883672849,High
1,333,333.00000000000,0.00000000000,2.17631295958,3.88815878435,-0.25962038453,,advancing,advancing,stable,0,333,2013-2025,-2.58893395600,retreating,36521,0.01556500000,199.99997386200,44073,3.00000000000,0.46170695126,0.95340991194,0.68829743076,0.00000000000,7.26935700000,0.48743182783,3.12033104677,Moderate
1,334,334.00000000000,14.95634198080,1.30807134306,0.01879534173,-0.19757176064,advancing,advancing,stable,stable,0,334,2013-2025,-1.99879312100,retreating,36045,2.52824000000,200.00003422800,36315,6.70820393200,0.56279490012,0.87234523041,0.30301186646,0.09594544818,7.00556500000,0.45531955661,2.95570208492,Moderate
1,335,335.00000000000,0.00000000000,1.39896746698,0.12305387288,0.07661610684,,advancing,stable,stable,0,335,2013-2025,-1.79884216000,retreating,36522,0.03687000000,200.00008749400,36271,6.00000000000,0.55221201334,0.84487897148,0.37659486151,0.00000000000,6.32456600000,0.37241929965,2.85481550725,Moderate
1,336,336.00000000000,8.73705529771,0.32341648861,0.35699337976,-0.97303324121,advancing,stable,stable,retreating,0,336,2013-2025,-2.55379550700,retreating,36046,4.10319000000,199.99995610400,36521,6.70820393200,0.67743665154,0.94858311975,0.30301186646,0.15804661707,5.69788000000,0.29613074351,3.10364348202,Moderate
1,337,337.00000000000,10.55782035210,2.28920719499,3.06320184728,-0.94144726307,advancing,advancing,advancing,retreating,0,337,2013-2025,-2.45403367200,retreating,36523,0.03777000000,200.00003067800,36272,6.70820393200,0.44856286040,0.93487933769,0.30301186646,0.00000000000,5.02627600000,0.21437417092,2.66310981266,Moderate
1,338,338.00000000000,3.60133312292,2.00831322299,-0.01406503242,1.50156134056,advancing,advancing,stable,advancing,0,338,2013-2025,-2.14460656400,retreating,35559,11.62990000000,200.00002003700,44073,0.00000000000,0.48126688534,0.89237489048,1.00000000000,0.45482905267,4.63520400000,0.16676768502,3.42057061729,High
1,339,339.00000000000,2.09606820934,2.66375591272,0.35133653099,1.61207003832,advancing,advancing,stable,advancing,0,339,2013-2025,-2.12883780000,retreating,36048,2.87984000000,200.00004505000,35946,0.34100000000,0.40495476687,0.89020881460,0.96456980796,0.10980923244,5.22152100000,0.23814198948,3.11203660614,Moderate
1,340,340.00000000000,3.73111139612,0.89329818991,-0.02112905786,0.04266011467,advancing,advancing,stable,stable,0,340,2013-2025,-2.10571443600,retreating,35560,5.46607000000,199.99997570500,36138,12.45000000000,0.61108625877,0.88703247426,0.00000000000,0.21178575572,7.54314000000,0.52076033647,2.93764076682,Moderate
1,341,341.00000000000,1.40969668085,1.25151969509,0.27113867163,-0.47823127975,advancing,advancing,stable,stable,0,341,2013-2025,-1.85179277500,retreating,36049,2.86542000000,199.99993417300,36028,0.00400000000,0.56937911584,0.85215253143,0.99958439657,0.10924065180,11.46876000000,0.99863902168,3.75507524547,High
1,342,342.00000000000,3.63092996094,1.90720845338,-0.06807593603,1.01010673046,advancing,advancing,stable,advancing,0,342,2013-2025,-1.92463534900,retreating,35561,5.55513000000,200.00002681700,36139,3.00000000000,0.49303834801,0.86215854985,0.68829743076,0.21529743520,10.61411000000,0.89459965508,3.47075470340,High
1,343,343.00000000000,4.96286310060,2.17589644351,1.30667776940,0.11407144291,advancing,advancing,advancing,stable,0,343,2013-2025,-1.82787658400,retreating,36050,2.79797000000,200.00003181400,36139,3.00000000000,0.46175544555,0.84886728443,0.68829743076,0.10658105830,10.18145000000,0.84193052461,3.31670185929,Moderate
1,344,344.00000000000,1.59832704920,2.11806762638,0.05472594363,1.30574742402,advancing,advancing,stable,advancing,0,344,2013-2025,-2.08316187600,retreating,35562,7.22331000000,199.99996117500,36139,10.81665383000,0.46848835998,0.88393454240,0.00000000000,0.28107471610,8.00135100000,0.57653987453,2.84590024108,Moderate
1,345,345.00000000000,2.22635935181,2.48505903747,-1.33550684640,1.93189744727,advancing,advancing,retreating,advancing,0,345,2013-2025,-1.34111795800,retreating,36051,1.68425000000,200.00006203400,35949,3.00000000000,0.42576015127,0.78200369754,0.68829743076,0.06266644616,7.22990600000,0.48262932733,2.97159075562,Moderate
1,346,346.00000000000,8.56084426267,1.66194949578,-0.14813010250,0.11141880589,advancing,advancing,stable,stable,0,346,2013-2025,-1.06586888800,retreating,36052,2.04265000000,200.00002972800,35949,0.00000000000,0.52159344661,0.74419411569,1.00000000000,0.07679836046,7.56276400000,0.52314923079,3.29937362338,Moderate
1,347,347.00000000000,2.87255329850,1.23762991915,-0.31192984979,1.02545146968,advancing,advancing,stable,advancing,0,347,2013-2025,-1.17536815000,retreating,35564,14.38640000000,200.00004513100,35949,0.00000000000,0.57099627969,0.75923547917,1.00000000000,0.56351941706,4.48021700000,0.14790060573,3.47676929717,High
1,348,348.00000000000,3.96138280770,2.34796678624,0.72715364178,0.59102354903,advancing,advancing,advancing,advancing,0,348,2013-2025,-1.49700354500,retreating,36053,1.80496000000,200.00007027700,35949,9.00000000000,0.44172157747,0.80341691743,0.06489229226,0.06742611037,5.58957400000,0.28294629650,2.46829734869,Low
1,349,349.00000000000,4.19795986255,1.32424690800,-0.28673946343,0.77821496383,advancing,advancing,stable,advancing,0,349,2013-2025,-1.41458623600,retreating,35565,12.99000000000,200.00002216700,35949,3.00000000000,0.56091160560,0.79209566577,0.68829743076,0.50845855710,5.88506800000,0.31891775686,3.34591085242,Moderate
1,350,350.00000000000,0.68067023542,0.66411242392,0.63349103554,-0.82361247739,advancing,advancing,advancing,retreating,0,350,2013-2025,-1.61279010300,retreating,36054,0.97588000000,200.00004314500,35949,3.00000000000,0.63776998200,0.81932193517,0.68829743076,0.03473501740,10.00788000000,0.82080127538,3.43951275344,High
1,351,351.00000000000,2.57681651194,0.17820102568,-2.64907016148,0.92045151760,advancing,stable,retreating,advancing,0,351,2013-2025,-1.55431907400,retreating,35566,8.18832000000,199.99997288000,35949,34.20526275000,0.69434384996,0.81129006368,0.00000000000,0.31912561300,9.63964600000,0.77597493463,3.19845611320,Moderate
